avg_latency,std_latency,p95_latency,p99_latency,failure_rate,timeout_rate,avg_retries,request_velocity,latency_trend,jitter,payload_trend,throughput_bytes_per_sec,time_since_success,total_requests,label
38.96,7.8,61.98,75.81,0.0001,0.0,0.1,4.89,-0.44,2.94,0.27,344145,2.7,13237,stable
120.0,10.39,237.43,315.63,0.0045,0.0036,0.85,3.18,0.9,10.66,0.48,128190,13.2,13172,degrading
83.43,13.07,156.39,211.34,0.0015,0.0012,0.31,3.22,2.24,7.29,0.4,139804,7.4,25145,degrading
29.72,2.63,46.63,54.52,0.0,0.0,0.1,3.99,-0.1,3.82,0.13,470141,0.1,35701,stable
99.83,13.09,153.15,208.4,0.002,0.0016,0.52,3.38,2.16,9.51,0.69,73672,8.6,17232,degrading
100.2,13.7,182.9,217.55,0.0013,0.001,0.46,3.27,2.77,13.14,0.23,79914,13.9,10151,degrading
304.82,50.05,813.79,1224.69,0.0579,0.0414,2.26,0.7,5.97,15.02,1.33,13463,113.1,13062,congested
120.0,15.54,196.86,250.99,0.0033,0.0011,0.98,2.67,1.64,6.63,0.58,127216,17.5,22104,degrading
112.2,9.19,213.27,267.88,0.004,0.0015,0.47,3.46,2.74,12.78,0.25,85383,9.5,4559,degrading
26.34,7.96,40.79,49.22,0.0,0.0,0.15,4.21,-0.2,3.16,-0.0,204397,3.8,17784,stable
50.82,5.67,77.32,96.91,0.0,0.0,0.17,4.38,0.25,3.04,-0.06,443316,1.5,48593,stable
235.51,57.6,608.52,765.71,0.058,0.0338,3.4,1.86,6.88,16.92,0.91,59185,44.2,6886,congested
926.17,274.28,2896.01,5311.52,0.2362,0.1655,8.51,0.39,10.17,60.28,1.05,15509,301.7,2701,critical
23.7,6.58,31.5,41.25,0.0,0.0,0.25,4.56,0.08,4.56,0.18,180679,2.1,25208,stable
80.76,10.37,129.85,179.74,0.0018,0.0015,0.63,2.54,2.55,11.34,0.2,74957,9.6,24440,degrading
120.0,18.01,199.59,256.25,0.0015,0.0008,1.06,2.89,2.93,5.82,0.79,134623,18.0,25350,degrading
352.61,21.29,1053.31,1193.81,0.0557,0.0324,1.67,1.94,3.92,26.93,1.73,33544,110.7,6230,congested
28.51,4.29,43.35,56.2,0.0001,0.0,0.24,4.71,-0.04,1.72,0.16,497114,3.1,2752,stable
304.15,56.65,794.69,1085.63,0.0712,0.0481,3.6,0.98,7.72,43.82,1.08,60284,30.4,4986,congested
272.75,72.37,655.7,1086.54,0.0776,0.0486,3.82,0.68,5.06,37.45,1.4,56774,32.4,7778,congested
28.86,4.68,38.62,47.19,0.0,0.0,0.14,4.89,0.08,1.74,0.16,286184,4.7,8886,stable
34.16,2.2,49.07,56.72,0.0,0.0,0.06,4.33,0.45,1.3,-0.08,162620,3.2,20550,stable
946.4,64.8,2600.5,5167.26,0.2357,0.1572,7.95,0.98,8.56,50.7,1.35,28224,175.4,3452,critical
26.52,3.33,35.43,49.33,0.0,0.0,0.15,4.75,0.45,1.52,0.23,429832,1.9,6391,stable
29.23,6.95,44.28,54.32,0.0,0.0,0.12,3.57,0.21,2.16,-0.0,229703,3.6,41122,stable
935.25,157.66,2786.08,5066.08,0.2086,0.1625,5.67,0.9,13.9,127.22,2.51,24178,156.0,1292,critical
863.86,271.33,3349.17,4182.14,0.2149,0.1587,4.25,0.33,5.3,38.77,1.06,20040,141.0,4404,critical
290.67,37.79,758.38,1101.64,0.0634,0.0412,2.79,1.13,3.42,17.5,0.76,36445,113.5,9900,congested
204.72,73.55,437.49,749.1,0.0607,0.0338,4.53,2.36,5.78,46.18,0.81,42051,45.2,3436,congested
33.45,6.55,50.82,64.76,0.0,0.0,0.28,4.74,0.23,2.55,0.19,420438,3.8,34163,stable
97.06,9.37,158.28,245.14,0.002,0.0016,0.82,2.97,1.64,13.51,0.32,99963,11.2,20376,degrading
83.97,15.25,135.66,207.87,0.0019,0.0015,0.33,2.56,2.22,8.35,0.49,128199,13.7,24255,degrading
213.11,54.07,541.63,949.92,0.0551,0.0348,4.79,1.56,6.39,27.71,0.87,43838,68.6,936,congested
60.0,11.12,106.06,167.41,0.0033,0.001,0.65,2.57,0.8,6.37,0.41,102408,5.0,6103,degrading
120.0,11.73,225.97,245.35,0.0023,0.0017,0.78,3.05,1.62,8.95,0.22,112173,16.5,23810,degrading
239.22,70.04,641.72,1014.95,0.0564,0.0408,3.55,1.77,4.73,29.09,0.97,23324,92.5,1528,congested
495.72,43.06,1263.71,1572.83,0.0531,0.0375,1.83,0.78,4.08,45.43,1.43,39450,106.7,4540,congested
32.82,6.4,50.4,61.91,0.0,0.0,0.07,4.02,0.22,3.44,-0.07,403975,1.3,33916,stable
120.0,17.31,227.28,321.94,0.003,0.0011,0.57,2.78,1.05,11.11,0.35,143490,10.2,16500,degrading
798.84,111.0,2204.58,4044.04,0.2305,0.1582,7.52,0.77,10.46,43.7,1.75,26376,490.0,1863,critical
1414.67,116.49,4307.3,7235.12,0.2185,0.1748,3.32,0.94,14.79,46.96,2.97,27851,450.5,278,critical
81.51,12.13,153.39,180.36,0.0036,0.0014,0.67,2.69,2.7,8.27,0.66,144860,19.1,15981,degrading
1072.19,271.3,4083.49,5577.41,0.2376,0.1665,9.3,0.12,9.86,135.12,3.0,21967,546.4,90,critical
120.0,18.8,201.62,287.25,0.0029,0.0023,1.04,2.5,0.54,9.59,0.59,129408,11.7,28234,degrading
33.7,5.72,46.24,59.78,0.0001,0.0,0.16,3.93,0.16,2.1,0.23,223294,4.9,30652,stable
109.01,9.14,188.3,279.33,0.003,0.002,0.67,3.38,0.73,6.43,0.77,106698,7.4,28499,degrading
34.68,7.96,51.72,60.13,0.0,0.0,0.01,3.55,-0.23,1.76,0.12,282288,1.6,41843,stable
1930.65,293.33,6311.12,11379.88,0.2091,0.1673,5.81,1.17,5.42,44.86,2.12,22918,577.1,2457,critical
385.89,60.78,799.87,1534.45,0.0526,0.0387,1.79,1.69,9.91,41.49,0.98,37591,114.5,1741,congested
70.31,17.69,112.38,175.62,0.0032,0.0015,0.44,3.39,0.77,14.83,0.72,133965,11.1,15652,degrading
53.02,7.88,71.36,104.48,0.0001,0.0001,0.09,4.89,-0.41,2.84,0.28,460414,3.5,29878,stable
42.72,3.52,59.52,70.42,0.0,0.0,0.03,4.57,-0.29,2.23,0.09,279740,3.5,31548,stable
36.71,3.26,49.37,60.87,0.0,0.0,0.08,3.84,0.05,1.28,-0.07,324325,4.6,45799,stable
60.0,8.47,117.01,152.97,0.0023,0.0018,0.44,3.19,2.71,8.0,0.5,149223,8.9,12011,degrading
50.05,7.16,78.83,90.1,0.0,0.0,0.03,4.69,-0.32,4.23,0.14,177294,2.4,34413,stable
697.38,270.84,2319.15,2941.07,0.2169,0.1736,8.92,0.29,15.16,74.15,2.46,2681,194.9,2357,critical
209.06,76.45,589.25,730.15,0.0533,0.0338,3.44,1.13,4.8,26.45,0.6,28030,90.8,2763,congested
1694.14,94.54,4767.35,7230.79,0.2322,0.1706,8.15,0.57,12.29,105.92,1.46,28184,212.0,4569,critical
59.69,6.22,94.88,106.34,0.0,0.0,0.16,3.86,-0.31,1.57,0.08,108770,2.2,49431,stable
101.24,15.23,192.53,263.79,0.0018,0.0011,0.48,3.37,0.84,6.09,0.41,138653,15.4,12144,degrading
85.29,10.42,168.25,219.88,0.0035,0.0013,0.49,3.29,0.96,9.52,0.25,84058,16.6,1835,degrading
63.3,10.29,108.69,175.16,0.0027,0.0021,0.58,2.86,2.54,5.39,0.51,142040,18.3,24226,degrading
86.65,17.3,145.46,206.59,0.0025,0.002,0.97,3.36,0.73,12.26,0.34,78094,5.2,26864,degrading
36.05,3.26,51.79,70.78,0.0,0.0,0.08,4.54,-0.46,4.36,0.08,354677,1.1,34176,stable
60.0,2.31,81.8,97.78,0.0001,0.0,0.25,4.42,-0.31,1.71,0.25,397092,3.3,20936,stable
1394.11,160.15,3755.18,7032.11,0.2151,0.1603,8.54,0.25,11.3,89.53,2.34,28982,213.9,4307,critical
120.0,12.68,208.17,252.89,0.0016,0.0013,1.01,3.26,1.01,7.37,0.22,113853,10.6,9705,degrading
897.64,208.8,2839.11,3694.01,0.2113,0.1606,5.16,0.48,16.45,57.13,1.38,26232,461.5,2536,critical
49.47,2.67,76.31,97.91,0.0,0.0,0.12,3.94,-0.27,2.12,0.22,471691,2.0,45399,stable
66.89,13.63,101.02,147.95,0.0035,0.0013,0.96,2.61,1.24,9.28,0.39,101831,7.0,13620,degrading
50.12,6.02,71.9,98.04,0.0001,0.0,0.06,3.58,0.07,3.75,0.03,345433,0.3,5865,stable
120.0,14.23,217.27,278.29,0.0029,0.0015,1.08,2.6,1.46,13.53,0.56,93861,16.9,29690,degrading
43.38,4.1,68.96,71.08,0.0,0.0,0.27,4.18,-0.27,1.65,0.06,385101,0.2,7323,stable
31.86,6.81,45.87,55.58,0.0,0.0,0.02,3.59,-0.31,1.13,0.2,389332,0.7,41967,stable
106.0,15.13,210.75,256.43,0.0034,0.0022,0.78,2.95,2.65,5.82,0.6,119719,18.2,12765,degrading
81.95,14.11,131.47,172.33,0.0024,0.0019,0.62,2.62,2.13,12.17,0.3,112157,5.3,13313,degrading
53.32,5.77,71.76,100.46,0.0001,0.0,0.24,4.88,0.48,1.04,0.15,265135,4.3,13338,stable
95.03,16.77,178.91,190.91,0.0019,0.0015,1.0,2.69,1.25,11.63,0.45,79886,14.3,3053,degrading
26.34,5.74,40.57,42.87,0.0,0.0,0.28,4.49,-0.49,2.06,0.26,357378,4.9,8642,stable
1247.98,173.72,3540.44,6366.61,0.2331,0.1712,4.21,0.72,10.58,126.47,2.21,29729,67.0,2197,critical
33.76,5.44,53.29,65.21,0.0,0.0,0.24,3.93,0.16,2.71,0.26,438090,2.6,34883,stable
60.0,3.04,84.62,99.88,0.0,0.0,0.06,4.56,0.32,3.88,0.16,223140,3.6,30649,stable
115.26,9.16,210.31,277.58,0.0022,0.0009,0.42,2.51,2.32,11.41,0.74,104231,19.2,18474,degrading
62.74,10.82,116.7,128.08,0.002,0.0011,0.6,3.38,2.96,8.14,0.68,100090,12.0,11903,degrading
56.59,5.19,77.3,104.47,0.0,0.0,0.14,4.86,-0.2,4.02,0.09,459454,4.0,45172,stable
93.6,12.95,181.08,206.38,0.0025,0.0011,0.66,2.96,2.04,9.53,0.45,84057,17.5,16237,degrading
25.43,7.6,35.69,42.32,0.0,0.0,0.12,3.93,0.06,2.22,-0.07,100571,2.2,42006,stable
40.25,5.44,59.96,71.63,0.0,0.0,0.02,4.32,-0.06,4.55,0.04,146826,0.7,38314,stable
48.15,2.78,65.77,91.44,0.0001,0.0,0.23,3.76,-0.12,1.12,0.23,236287,1.2,29414,stable
90.53,10.5,144.07,185.18,0.004,0.0012,1.17,3.24,1.87,12.67,0.8,138873,6.3,17457,degrading
218.77,47.23,643.79,971.26,0.0581,0.0353,3.9,0.81,7.98,20.56,1.48,33347,25.6,3474,congested
42.84,6.19,67.27,82.13,0.0,0.0,0.19,4.39,-0.48,3.92,0.03,366022,2.8,17793,stable
33.07,6.5,48.73,64.41,0.0001,0.0,0.2,4.97,0.03,3.74,0.04,219588,1.7,2891,stable
60.0,19.37,97.23,131.55,0.0021,0.0017,0.87,3.16,0.67,11.78,0.6,53513,13.3,18611,degrading
1595.31,197.63,4182.99,9189.08,0.2319,0.1615,4.34,0.55,19.25,37.26,1.77,21033,411.7,4051,critical
341.89,27.55,982.51,1129.12,0.0571,0.0333,3.4,0.59,3.15,42.49,1.83,66020,57.4,9964,congested
120.0,10.04,208.21,317.5,0.0026,0.001,0.55,2.86,2.93,5.05,0.38,108395,9.2,20455,degrading
31.82,3.48,45.67,51.2,0.0,0.0,0.17,4.79,-0.38,4.14,0.17,146004,3.5,22635,stable
2000.0,253.42,7718.74,8733.12,0.2307,0.1845,4.97,0.14,15.22,120.33,2.18,11154,123.3,3847,critical
43.97,6.7,69.0,78.07,0.0,0.0,0.01,4.51,0.43,1.95,0.18,490040,4.8,12511,stable
43.55,6.9,60.69,73.66,0.0001,0.0,0.21,4.69,0.4,3.7,0.02,447909,3.7,21797,stable
52.9,2.22,75.01,101.01,0.0001,0.0,0.12,4.2,0.21,2.48,0.12,221347,1.8,31076,stable
43.76,4.8,64.84,71.67,0.0,0.0,0.02,3.87,0.38,4.6,0.08,276016,0.9,48452,stable
23.09,5.56,34.0,38.43,0.0,0.0,0.17,3.89,0.19,3.27,0.22,394010,3.1,24920,stable
115.97,17.27,190.38,265.33,0.0014,0.0009,0.67,2.79,0.75,5.09,0.23,144924,16.2,28222,degrading
44.94,3.91,61.88,72.28,0.0002,0.0,0.03,4.5,0.28,3.9,0.28,395258,3.5,13825,stable
92.21,18.25,165.31,206.65,0.0061,0.0025,0.61,3.18,2.6,6.99,0.35,132328,7.2,8204,degrading
38.76,2.06,55.53,62.73,0.0001,0.0,0.04,4.3,-0.22,1.19,0.17,445108,0.8,40808,stable
111.65,10.08,192.4,301.83,0.0027,0.0013,0.81,3.46,2.32,10.64,0.57,134953,6.4,5456,degrading
260.92,20.91,604.26,909.75,0.057,0.0388,1.96,0.73,4.63,39.98,1.28,14729,56.2,1390,congested
26.1,6.8,41.33,49.56,0.0,0.0,0.09,4.06,0.48,1.01,0.02,472164,1.5,12028,stable
1239.67,111.8,3957.97,5210.51,0.211,0.1688,5.21,0.39,19.91,78.35,1.92,12516,452.2,877,critical
85.3,19.24,137.22,226.1,0.002,0.0016,0.49,2.89,2.25,6.19,0.49,77471,10.7,24735,degrading
32.81,3.07,49.12,65.55,0.0,0.0,0.23,3.7,0.27,4.28,-0.05,490744,4.9,46899,stable
39.12,3.32,52.81,65.3,0.0,0.0,0.08,4.89,-0.21,2.75,0.04,134471,0.9,10285,stable
30.85,7.38,43.91,58.13,0.0001,0.0001,0.06,3.56,0.09,4.46,-0.09,178411,2.3,33628,stable
56.38,6.15,84.7,112.31,0.0001,0.0,0.13,3.97,0.26,4.74,0.28,169912,4.4,37134,stable
45.95,4.01,70.47,89.24,0.0,0.0,0.17,4.75,-0.31,4.14,0.14,457336,0.9,21613,stable
37.79,6.68,54.53,67.99,0.0001,0.0,0.25,4.0,0.19,4.08,0.16,160638,4.4,27415,stable
104.86,17.57,202.79,249.65,0.0036,0.0014,0.71,2.63,0.95,10.77,0.21,109980,9.8,25050,degrading
67.97,11.05,131.7,158.45,0.0016,0.0012,0.54,3.05,1.85,9.5,0.5,138023,6.3,24993,degrading
26.52,5.92,42.4,52.39,0.0001,0.0,0.23,3.89,-0.45,1.01,0.04,196585,0.3,9796,stable
727.28,210.29,2652.35,3411.05,0.2085,0.1668,4.14,0.66,5.88,73.93,2.65,3930,135.6,605,critical
1425.79,172.0,4635.99,5857.88,0.2316,0.1807,3.58,0.89,10.68,136.39,2.88,3561,429.6,4102,critical
37.01,6.1,55.45,73.29,0.0,0.0,0.06,4.16,0.08,4.26,0.3,255540,0.2,40257,stable
60.0,18.22,119.38,137.03,0.0044,0.0014,0.69,2.58,0.91,8.23,0.53,120371,9.6,28749,degrading
61.78,18.61,117.52,151.85,0.0038,0.0009,0.68,2.57,1.22,9.75,0.33,57953,11.5,13730,degrading
120.0,18.81,222.41,287.49,0.0047,0.0016,1.19,2.53,0.59,13.55,0.53,138274,15.4,14382,degrading
75.45,16.88,131.14,206.05,0.0023,0.0011,1.07,3.37,1.17,13.8,0.75,60963,13.6,13375,degrading
30.82,6.53,43.06,60.88,0.0,0.0,0.01,4.46,-0.44,3.94,0.12,179433,2.7,9966,stable
84.62,14.75,150.13,197.84,0.0017,0.0013,1.01,3.41,1.48,7.53,0.49,139671,5.2,14855,degrading
60.0,4.33,86.08,101.7,0.0,0.0,0.14,3.54,-0.16,2.52,0.06,332068,2.7,30787,stable
60.0,5.97,90.88,102.44,0.0,0.0,0.2,4.73,-0.26,2.69,0.24,450848,1.2,27977,stable
47.19,2.64,72.47,77.63,0.0,0.0,0.06,4.63,0.21,2.16,-0.08,443231,1.6,10589,stable
887.5,53.87,2613.38,3680.97,0.2331,0.1848,6.63,0.92,14.23,119.27,2.31,9714,127.7,4034,critical
51.23,3.9,68.17,89.36,0.0,0.0,0.29,3.63,0.19,2.98,0.06,353084,3.5,1213,stable
25.88,4.25,34.94,41.98,0.0,0.0,0.14,4.15,0.05,3.95,0.01,273112,4.0,46205,stable
120.0,10.06,232.77,288.05,0.0031,0.002,0.55,3.48,1.36,11.16,0.5,52310,19.2,3093,degrading
48.55,5.21,68.85,94.15,0.0,0.0,0.07,4.69,-0.01,2.34,-0.06,195538,4.7,15949,stable
92.55,10.47,141.94,243.66,0.0041,0.0026,1.1,2.55,1.04,6.61,0.41,106262,15.8,27132,degrading
120.0,19.3,226.78,269.22,0.0028,0.0015,0.92,3.25,1.36,9.65,0.55,57359,15.7,16037,degrading
120.0,10.35,193.8,317.39,0.0017,0.0014,0.4,3.38,1.61,6.57,0.55,54150,11.4,17914,degrading
43.75,3.42,63.38,71.88,0.0001,0.0,0.17,4.34,-0.48,3.62,0.22,346385,4.3,14544,stable
446.64,57.05,909.94,1748.4,0.0616,0.0343,3.49,1.19,7.14,46.71,1.45,68800,54.5,4455,congested
113.44,18.05,185.83,267.59,0.0016,0.0007,0.68,2.81,2.28,9.55,0.62,51319,5.1,17017,degrading
50.55,6.44,72.51,99.83,0.0,0.0,0.06,3.56,-0.46,4.48,0.17,364212,3.1,42611,stable
55.06,2.9,75.25,107.47,0.0,0.0,0.14,3.66,-0.39,4.86,0.29,270465,3.9,33133,stable
119.47,9.07,202.68,245.34,0.0038,0.0011,1.12,2.81,1.48,9.86,0.65,129837,19.5,6715,degrading
60.0,19.22,104.76,133.47,0.004,0.0015,0.83,2.82,0.85,14.4,0.51,124188,15.4,8904,degrading
1470.86,281.66,5071.2,5913.4,0.2205,0.1555,5.41,0.62,12.44,141.21,2.66,25878,150.0,4505,critical
120.0,13.98,197.78,288.74,0.0035,0.0028,0.32,3.47,1.64,14.1,0.43,128817,11.3,11199,degrading
95.77,10.07,175.73,254.15,0.0046,0.0014,0.39,3.16,0.94,9.08,0.58,86505,10.7,25386,degrading
104.58,14.52,167.93,280.05,0.0043,0.0008,0.9,2.51,0.62,12.57,0.49,55955,12.2,2351,degrading
87.11,15.97,145.61,218.05,0.0019,0.0015,0.88,2.83,2.03,13.4,0.23,110706,13.5,6599,degrading
939.47,198.08,3373.34,4547.94,0.2127,0.162,9.62,0.6,15.83,65.19,2.01,10441,425.5,1146,critical
284.26,24.52,705.34,1127.66,0.0559,0.0332,2.93,1.69,5.79,36.73,1.2,56008,46.2,2650,congested
710.39,294.53,2143.42,3047.14,0.2135,0.1594,9.67,0.94,5.13,33.35,0.89,11573,297.4,4037,critical
38.48,7.72,56.66,73.16,0.0,0.0,0.06,4.2,0.48,3.22,0.28,425347,3.3,18118,stable
66.31,16.19,116.43,151.67,0.0038,0.0018,1.08,2.82,1.45,12.66,0.32,115926,11.5,15254,degrading
42.7,5.43,68.31,73.22,0.0,0.0,0.19,3.75,-0.07,2.15,0.19,281366,4.9,3682,stable
214.79,69.03,533.84,703.09,0.0591,0.0354,1.85,1.01,6.45,17.23,1.03,24726,37.5,2284,congested
26.33,4.58,38.19,51.62,0.0,0.0,0.11,4.03,-0.13,2.27,0.15,165705,4.2,40807,stable
91.03,9.06,154.42,231.73,0.0029,0.0024,0.67,2.93,2.86,8.49,0.79,103839,17.6,10791,degrading
42.78,2.92,61.86,81.53,0.0001,0.0,0.24,4.37,-0.08,3.59,-0.04,389283,3.5,26205,stable
44.52,7.62,69.82,72.26,0.0001,0.0,0.02,4.67,0.12,2.26,0.19,412946,4.7,19020,stable
400.45,75.16,1081.37,1414.61,0.0577,0.0462,2.43,1.42,7.13,46.56,1.71,35145,96.8,12506,congested
102.16,16.73,200.52,222.25,0.0022,0.0009,0.53,3.47,2.49,11.77,0.71,51396,5.1,5042,degrading
41.23,7.27,54.88,70.11,0.0,0.0,0.16,4.99,0.07,1.01,0.27,193957,3.4,26238,stable
30.57,6.19,47.24,51.91,0.0001,0.0,0.08,4.18,0.14,4.51,0.11,249409,4.3,16202,stable
60.0,11.82,104.66,158.0,0.0028,0.002,0.76,3.29,1.81,14.33,0.28,104615,5.4,6323,degrading
120.0,15.08,234.18,302.86,0.004,0.0027,1.08,3.25,1.38,7.26,0.43,130505,5.5,14303,degrading
75.9,18.74,116.26,162.5,0.0036,0.0029,0.48,2.78,1.72,11.78,0.36,130613,17.2,8579,degrading
329.89,71.81,660.99,1076.77,0.0577,0.0347,2.21,1.24,7.13,45.39,1.86,47409,85.8,13106,congested
34.76,3.2,54.58,62.53,0.0001,0.0,0.29,4.77,0.36,3.31,0.11,262501,4.1,9921,stable
60.0,2.37,88.24,111.49,0.0,0.0,0.2,3.95,0.32,3.97,0.18,126934,0.2,35072,stable
39.09,6.73,53.57,64.27,0.0,0.0,0.28,4.36,-0.06,2.0,-0.05,261052,4.6,3386,stable
60.0,7.92,91.48,114.96,0.0,0.0,0.12,4.48,0.44,1.2,-0.04,153101,0.4,15803,stable
36.41,6.34,51.34,62.77,0.0,0.0,0.27,4.17,-0.34,4.2,0.04,173647,1.3,2712,stable
45.91,5.18,65.88,82.52,0.0,0.0,0.22,3.96,0.45,3.86,0.03,215817,2.6,4878,stable
41.95,4.47,64.89,70.75,0.0,0.0,0.07,4.02,-0.47,2.26,0.21,436131,0.0,1350,stable
92.8,13.82,170.56,211.24,0.0013,0.0011,0.85,2.62,2.4,9.52,0.69,63809,10.7,5810,degrading
23.37,3.87,35.83,37.44,0.0,0.0,0.25,4.85,0.18,4.43,0.26,136806,4.8,17347,stable
59.29,5.67,78.51,109.98,0.0,0.0,0.2,3.72,-0.24,3.34,0.03,299877,1.9,32387,stable
36.14,5.14,54.52,69.58,0.0001,0.0,0.01,3.81,0.38,1.24,-0.01,240500,3.8,28448,stable
89.49,10.52,136.84,225.63,0.0022,0.0017,0.35,2.51,2.65,14.43,0.25,77891,16.1,16419,degrading
295.39,55.41,838.14,1296.83,0.0581,0.0453,4.61,1.49,8.51,15.39,1.98,74346,104.1,8857,congested
71.46,15.78,126.46,149.58,0.0041,0.0024,1.18,3.36,2.06,5.12,0.34,95204,14.4,21390,degrading
619.77,231.92,1973.97,3270.8,0.2143,0.1526,6.43,0.67,12.76,95.13,2.09,26274,571.8,3100,critical
25.31,7.9,36.01,49.55,0.0,0.0,0.25,4.64,0.13,1.52,-0.09,468339,3.1,40030,stable
51.88,7.09,82.36,100.67,0.0,0.0,0.14,3.62,-0.36,3.98,0.03,303059,3.8,37807,stable
248.22,39.14,572.16,1038.59,0.0697,0.0325,4.06,2.43,4.94,22.9,1.93,44269,102.3,11939,congested
245.15,23.75,558.08,931.69,0.06,0.0342,1.35,2.46,3.05,46.09,1.74,44134,90.5,1665,congested
33.23,3.24,46.46,58.74,0.0,0.0,0.27,4.99,-0.14,1.62,0.03,230896,3.2,25311,stable
81.72,15.14,142.19,216.08,0.0023,0.0019,0.66,3.08,2.57,11.35,0.5,78566,9.4,23232,degrading
40.44,4.99,54.84,74.95,0.0,0.0,0.21,4.41,0.35,2.18,0.26,397482,2.0,5667,stable
42.56,6.78,65.96,82.51,0.0001,0.0001,0.29,4.42,-0.34,1.08,0.21,131881,0.7,29166,stable
438.7,77.21,1229.15,1432.66,0.068,0.0351,1.38,1.53,6.05,40.43,1.79,19913,37.2,14258,congested
279.67,29.76,825.31,936.51,0.0625,0.0362,3.33,2.29,7.92,38.39,1.01,79287,85.2,6684,congested
60.0,4.32,82.52,99.99,0.0,0.0,0.16,4.24,0.07,3.86,-0.06,399850,0.7,4264,stable
38.16,7.6,51.06,69.63,0.0001,0.0,0.23,4.76,-0.39,1.79,0.23,388435,4.0,49497,stable
319.18,51.75,678.2,1118.32,0.0674,0.0333,4.7,1.04,8.51,35.38,1.53,73123,104.8,2003,congested
1444.72,216.71,4814.92,6070.81,0.2247,0.1766,7.77,0.39,14.36,55.36,2.36,7810,67.6,2623,critical
74.43,15.87,139.73,182.36,0.0015,0.0007,0.93,3.06,0.57,5.49,0.54,134628,5.7,15462,degrading
33.28,7.33,52.81,64.73,0.0,0.0,0.15,3.62,-0.28,3.73,-0.07,440482,2.5,24548,stable
56.61,5.13,89.12,105.31,0.0,0.0,0.12,3.96,-0.12,2.99,0.14,333404,3.2,42382,stable
50.18,3.16,68.75,91.6,0.0001,0.0,0.01,4.54,0.33,3.59,-0.02,213992,2.6,17143,stable
100.31,15.63,160.12,211.71,0.0037,0.0011,1.06,2.77,0.68,12.58,0.4,106754,17.7,23389,degrading
43.74,3.27,57.88,87.42,0.0,0.0,0.2,4.26,0.32,3.19,0.27,294259,4.0,20960,stable
962.66,219.12,3191.03,5423.53,0.2105,0.159,3.33,0.14,7.2,33.59,1.73,2856,517.6,3563,critical
1022.98,157.66,3661.44,4379.15,0.2135,0.1545,8.1,0.18,7.85,135.12,1.97,29685,142.3,396,critical
1817.25,201.63,5597.6,9156.95,0.2374,0.176,9.83,0.68,15.48,74.67,1.77,22241,527.3,4802,critical
34.39,6.17,50.2,68.17,0.0,0.0,0.12,3.97,0.27,1.25,0.16,429197,4.5,37549,stable
43.74,7.05,61.12,78.58,0.0,0.0,0.21,4.08,0.26,1.27,0.05,194130,3.7,12131,stable
43.36,4.33,68.73,75.8,0.0,0.0,0.21,3.81,-0.38,3.17,-0.02,133973,2.6,17012,stable
359.7,64.51,860.69,1205.69,0.055,0.0409,1.82,0.95,5.4,48.25,1.87,15958,53.6,5260,congested
90.71,13.99,156.51,248.37,0.0046,0.003,0.44,2.89,0.77,14.69,0.33,149322,11.3,2610,degrading
106.46,12.94,201.92,230.19,0.0023,0.0009,0.41,3.09,2.03,7.72,0.21,75670,13.8,6295,degrading
60.0,2.61,90.46,97.5,0.0,0.0,0.04,4.83,-0.05,1.78,0.05,265651,4.1,36947,stable
69.19,16.4,119.11,167.74,0.0023,0.0011,0.82,3.2,1.18,14.56,0.33,94177,7.7,26312,degrading
87.17,17.19,166.97,220.6,0.0022,0.0018,0.45,3.31,0.58,9.55,0.44,59218,10.7,24366,degrading
214.61,25.23,467.19,766.85,0.0576,0.0416,2.55,0.61,9.18,21.59,0.71,65144,91.2,948,congested
40.18,7.41,60.89,69.89,0.0001,0.0001,0.19,3.63,0.38,2.08,-0.0,218836,2.9,27689,stable
40.96,7.86,57.32,67.48,0.0,0.0,0.22,4.95,-0.24,1.07,0.12,382716,4.0,10493,stable
36.02,5.35,50.0,60.01,0.0001,0.0,0.21,3.63,0.22,2.06,-0.05,439866,3.5,20970,stable
120.0,18.75,202.91,335.97,0.0018,0.0015,0.92,3.06,2.43,10.12,0.69,140201,16.2,22437,degrading
70.37,12.61,108.3,173.88,0.0044,0.0024,0.39,3.13,1.42,7.73,0.8,125410,12.3,1975,degrading
275.79,69.67,807.19,1159.23,0.0612,0.0406,2.32,2.27,4.26,20.32,0.93,35374,75.3,9122,congested
336.28,63.24,760.57,1458.71,0.0521,0.0354,3.8,1.64,7.98,48.83,1.0,40148,48.6,349,congested
37.45,7.43,49.28,61.17,0.0,0.0,0.29,4.59,0.19,3.78,0.25,218494,1.5,37319,stable
118.08,18.44,187.18,272.19,0.0017,0.0013,0.51,2.92,1.3,7.49,0.39,82299,19.3,16230,degrading
29.23,7.82,38.04,57.32,0.0001,0.0,0.09,4.68,0.23,3.58,0.05,190588,2.6,41038,stable
60.0,2.48,79.54,117.46,0.0,0.0,0.07,4.31,0.38,3.6,0.11,229733,1.7,33804,stable
68.69,15.51,135.34,169.14,0.0017,0.0014,1.08,3.23,2.36,9.13,0.7,143260,16.9,4424,degrading
358.27,48.03,944.86,1091.13,0.0709,0.0376,3.93,0.93,3.82,17.93,1.98,16080,63.3,7714,congested
974.67,156.09,3042.68,5132.51,0.2415,0.1737,3.73,0.98,14.78,34.03,2.39,10774,353.4,2902,critical
